company,ticker,cik,cusip,,
ALR TECHNOLOGIES SG LTD.,ALRTF,1930419,78643B500,,
ALSET CAPITAL INC.,GPUSF,1708160,09581b103,,
ALSET INC.,AEI,1750106,02115D208,,
ALSOK CO LTD./ADR,SOHGY,1536787,40415f101,,
ALSOK CO LTD./ADR,SOHGF,1536787,40415f101,,
ALSTOM,AOMFF,1062066,920355104,,
ALT5 SIGMA CORP,ALTS,862861,47089W104,,
ALTA EQUIPMENT GROUP INC.,ALTG,1759824,02128L106,,
ALTA EQUIPMENT GROUP INC.,ALTG-PA,1759824,02128L106,,
ALTAGAS LTD.,ATGFF,1695519,M0854Q105,,
ALTAGAS LTD.,ATGAF,1695519,M0854Q105,,
ALTAGAS LTD.,ATGPF,1695519,M0854Q105,,
ALTAMIRA GOLD CORP.,EQTRF,1635729,05223F106,,
ALTAMIRA THERAPEUTICS LTD.,CYTOF,1601936,M4130Y106,,
"ALTECH DIGITAL CO., LTD.",ALD,2067715,384313908,,
ALTENERGY ACQUISITION CORP,AEAE,1852016,G1331A124,,
ALTENERGY ACQUISITION CORP,AEAEU,1852016,G1331A124,,
ALTENERGY ACQUISITION CORP,AEAEW,1852016,G1331A124,,
ALTERITY THERAPEUTICS LTD,ATHE,1131343,02155X205,,
ALTERITY THERAPEUTICS LTD,PRNAF,1131343,02155X205,,
ALTERNATIVE STRATEGIES INCOME FUND,LTAFX,1496254,003057106,,
ALTERNATIVE STRATEGIES INCOME FUND,LTCFX,1496254,003057106,,
"ALTERNUS CLEAN ENERGY, INC.",ALCE,1883984,18539C105,,
"ALTERNUS CLEAN ENERGY, INC.",ACLEW,1883984,18539C105,,
"ALTERNUS CLEAN ENERGY, INC.",ALCED,1883984,18539C105,,
ALTEX INDUSTRIES INC,ALTX,775057,26929N102,,
"ALTI GLOBAL, INC.",ALTI,1838615,15672X201,,
"ALTICE USA, INC.",ATUS,1702780,02156K103,,
"ALTIMMUNE, INC.",ALT,1326190,45257U108,,
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,ASPS,1462418,L0175J138,,
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,ASPSW,1462418,L0175J138,,
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,ASPSZ,1462418,L0175J138,,
"ALTO INGREDIENTS, INC.",ALTO,778164,021513106,,
"ALTO NEUROSCIENCE, INC.",ANRO,1999480,02157Q109,,
"ALTRIA GROUP, INC.",MO,764180,02209S103,,
ALUMINUM CORP OF CHINA LTD,ALMMF,1161611,50540R409,,
ALUMIS INC.,ALMS,1847367,022307102,,
ALVOTECH,ALVO,1898416,L01800108,,
ALVOTECH,ALVOW,1898416,L01800108,,
ALX ONCOLOGY HOLDINGS INC,ALXO,1810182,00166B105,,
"ALZAMEND NEURO, INC.",ALZN,1677077,18507C903,,
AM PM GROUP LTD,AMPM,2049323,62474M108,,
AMALGAMATED FINANCIAL CORP.,AMAL,1823608,022671101,,
AMARC RESOURCES LTD,AXREF,1175596,04957f101,,
AMARIN CORP PLC\UK,AMRN,897448,023111404,,
AMAROQ LTD.,AMRQF,2076631,G02602103,,
"AMAZE HOLDINGS, INC.",AMZE,1880343,35804X200,,
AMAZON COM INC,AMZN,1018724,023135106,,
AMBAC FINANCIAL GROUP INC,AMBC,874501,023139884,,
AMBARELLA INC,AMBA,1280263,G037AX101,,
AMBASE CORP,ABCP,20639,032159105,,
AMBER INTERNATIONAL HOLDING LTD,AMBR,1697818,45113Y203,,
AMBEV S.A.,ABEV,1565025,02319V103,,
AMBIPAR EMERGENCY RESPONSE,AMBI,1937441,37427X104,,
AMBIPAR EMERGENCY RESPONSE,AMBI-WT,1937441,37427X104,,
"AMBIQ MICRO, INC.",AMBQ,1500412,592835102,,
AMBOW EDUCATION HOLDING LTD.,AMBO,1494558,53934A206,,
"AMC ENTERTAINMENT HOLDINGS, INC.",AMC,1411579,023939901,,
AMC NETWORKS INC.,AMCX,1514991,00164V103,,
AMCON DISTRIBUTING CO,DIT,928465,02341Q205,,
AMCOR PLC,AMCR,1748790,G0250X107,,
AMCOR PLC,AMCCF,1748790,G0250X107,,
AMDOCS LTD,DOX,1062579,G02602103,,
"AMENTUM HOLDINGS, INC.",AMTM,2011286,023939901,,
"AMER SPORTS, INC.",AS,1988894,G0260P102,,
AMERAMEX INTERNATIONAL INC,AMMX,1776048,20563P101,,
AMERANT BANCORP INC.,AMTB,1734342,023576101,,
AMEREN CORP,AEE,1002910,023608102,,
AMEREN ILLINOIS CO,AILIH,18654,31847R102,,
AMEREN ILLINOIS CO,AILLI,18654,31847R102,,
AMEREN ILLINOIS CO,AILLM,18654,31847R102,,
AMEREN ILLINOIS CO,AILLN,18654,31847R102,,
AMEREN ILLINOIS CO,AILIM,18654,31847R102,,
AMEREN ILLINOIS CO,AILLO,18654,31847R102,,
AMEREN ILLINOIS CO,AILIN,18654,31847R102,,
AMEREN ILLINOIS CO,AILLP,18654,31847R102,,
AMEREN ILLINOIS CO,AILIO,18654,31847R102,,
AMEREN ILLINOIS CO,AILIP,18654,31847R102,,
"AMERESCO, INC.",AMRC,1488139,371532102,,
AMERICA GREAT HEALTH,AAGH,1098009,53681J103,,
AMERICA MOVIL SAB DE CV/,AMX,1129137,02390A101,,
AMERICA MOVIL SAB DE CV/,AMXOF,1129137,02390A101,,
AMERICAN AIRLINES GROUP INC.,AAL,6201,02376R102,,
"AMERICAN ASSETS TRUST, INC.",AAT,1500217,024013104,,
AMERICAN AXLE & MANUFACTURING HOLDINGS INC,AXL,1062231,024061953,,
"AMERICAN BATTERY MATERIALS, INC.",BLTH,1487718,02553T107,,
AMERICAN BATTERY TECHNOLOGY CO,ABAT,1576873,02451v309,,
AMERICAN BITCOIN CORP.,ABTC,1755953,060505104,,
"AMERICAN CLEAN RESOURCES GROUP, INC.",ACRG,773717,02639T200,,
AMERICAN COASTAL INSURANCE CORP,ACIC,1401521,910710102,,
AMERICAN EAGLE OUTFITTERS INC,AEO,919012,02553e106,,
AMERICAN ELECTRIC POWER CO INC,AEP,4904,025537101,,
AMERICAN EXCEPTIONALISM ACQUISITION CORP. A,AEXA,2079173,G8901A103,,
AMERICAN EXPRESS CO,AXP,4962,025816109,,
AMERICAN FINANCIAL GROUP INC,AFG,1042046,023139884,,
AMERICAN FINANCIAL GROUP INC,AFGC,1042046,023139884,,
AMERICAN FINANCIAL GROUP INC,AFGB,1042046,023139884,,
AMERICAN FINANCIAL GROUP INC,AFGD,1042046,023139884,,
AMERICAN FINANCIAL GROUP INC,AFGE,1042046,023139884,,
"AMERICAN HEALTHCARE REIT, INC.",AHR,1632970,398182303,,
AMERICAN HOMES 4 RENT,AMH,1562401,02665T306,,
AMERICAN HOMES 4 RENT,AMH-PH,1562401,02665T306,,
AMERICAN HOMES 4 RENT,AMH-PG,1562401,02665T306,,
"AMERICAN INTEGRITY INSURANCE GROUP, INC.",AII,2007587,026948109,,
"AMERICAN INTERNATIONAL GROUP, INC.",AIG,5272,026874784,,
AMERICAN LITHIUM CORP.,AMLIF,1699880,027259209,,
AMERICAN NATIONAL GROUP INC.,ANG-PB,1039828,026874784,,
AMERICAN NATIONAL GROUP INC.,ANG-PD,1039828,026874784,,
"AMERICAN ONCOLOGY NETWORK, INC.",AONC,1839998,029174109,,
"AMERICAN ONCOLOGY NETWORK, INC.",AONCW,1839998,029174109,,
"AMERICAN OUTDOOR BRANDS, INC.",AOUT,1808997,02875D109,,
AMERICAN PACIFIC MINING CORP,USGDF,1726159,G1757E113,,
AMERICAN PICTURE HOUSE CORP,APHP,1771995,761624105,,
AMERICAN PUBLIC EDUCATION INC,APEI,1201792,02913V103,,
AMERICAN REALTY INVESTORS INC,ARL,1102238,029174109,,
AMERICAN REBEL HOLDINGS INC,AREB,1648087,02919L604,,
AMERICAN REBEL HOLDINGS INC,AREBW,1648087,02919L604,,
AMERICAN RESOURCES CORP,AREC,1590715,761624105,,
AMERICAN SHARED HOSPITAL SERVICES,AMS,744825,029595105,,
AMERICAN STATES WATER CO,AWR,1056903,029899901,,
AMERICAN STRATEGIC INVESTMENT CO.,NYC,1595527,029174109,,
AMERICAN SUPERCONDUCTOR CORP /DE/,AMSC,880807,030111207,,
AMERICAN TOWER CORP /MA/,AMT,1053507,03027x100,,
AMERICAN TUNGSTEN CORP.,TUNGF,2049560,03027x100,,
AMERICAN VANGUARD CORP,AVD,5981,030371108,,
"AMERICAN WATER WORKS COMPANY, INC.",AWK,1410636,304201031,,
AMERICAN WELL CORP,AMWL,1393584,03044L204,,
AMERICAN WOODMARK CORP,AMWD,794619,030506109,,
AMERICAS CARMART INC,CRMT,799850,03062T105,,
AMERICAS GOLD & SILVER CORP,USAS,1286973,03062D100,,
AMERICOLD REALTY TRUST,COLD,1455863,03064D908,,
"AMERIGUARD SECURITY SERVICES, INC.",AGSS,1514443,81617j301,,
AMERIPRISE FINANCIAL INC,AMP,820027,03076c106,,
AMERIS BANCORP,ABCB,351569,03076K908,,
AMERISAFE INC,AMSF,1018979,03071H100,,
AMERISERV FINANCIAL INC /PA/,ASRV,707605,03076c106,,
"AMERITEK VENTURES, INC.",ATVK,1530185,92333F101,,
AMERITYRE CORP,AMTY,945828,023608102,,
AMES NATIONAL CORP,ATLO,1132651,031001100,,
AMESITE INC.,AMST,1807166,031094105,,
AMETEK INC/,AME,1037868,031100100,,
AMGEN INC,AMGN,318154,031162100,,
"AMICUS THERAPEUTICS, INC.",FOLD,1178879,03152W109,,
"AMKOR TECHNOLOGY, INC.",AMKR,1047127,031652100,,
AMN HEALTHCARE SERVICES INC,AMN,1142750,001744101,,
"AMNEAL PHARMACEUTICALS, INC.",AMRX,1723128,03168L105,,
AMPCO PITTSBURGH CORP,AP,6176,032037103,,
"AMPHASTAR PHARMACEUTICALS, INC.",AMPH,1297184,03209r103,,
AMPHENOL CORP /DE/,APH,820313,032095101,,
AMPLIFY COMMODITY TRUST,BDRY,1610940,032108607,,
AMPLIFY COMMODITY TRUST,BWET,1610940,032108607,,
AMPLIFY ENERGY CORP.,AMPY,1533924,03212B103,,
"AMPLITECH GROUP, INC.",AMPG,1518461,03211Q200,,
"AMPLITECH GROUP, INC.",AMPGW,1518461,03211Q200,,
"AMPLITUDE, INC.",AMPL,1866692,031094105,,
"AMPRIUS TECHNOLOGIES, INC.",AMPX,1899287,03214q108,,
"AMPRIUS TECHNOLOGIES, INC.",AMPX-WT,1899287,03214q108,,
AMREP CORP.,AXR,6207,032159105,,
AMRIZE LTD,AMRZ,2035989,H2927K103,,
AMTD DIGITAL INC.,HKD,1809691,00180N101,,
AMTD IDEA GROUP,AMTD,1769731,00180G304,,
AMTECH SYSTEMS INC,ASYS,720500,032332504,,
"AMYLYX PHARMACEUTICALS, INC.",AMLX,1658551,03237H101,,
"AN2 THERAPEUTICS, INC.",ANTX,1880438,037326105,,
ANADOLU EFES BIRACILIK VE MALT SANAYI A S/ADR,AEBMY,1174511,870794302,,
ANADOLU EFES BIRACILIK VE MALT SANAYI A S/ADR,AEBZY,1174511,870794302,,
ANADOLU EFES BIRACILIK VE MALT SANAYI A S/ADR,AEBMF,1174511,870794302,,
ANALOG DEVICES INC,ADI,6281,032654105,,
"ANAPTYSBIO, INC",ANAB,1370053,032724106,,
ANAVEX LIFE SCIENCES CORP.,AVXL,1314052,032797300,,
ANBIO BIOTECHNOLOGY,NNNN,1982708,36241u106,,
"ANDERSONS, INC.",ANDE,821026,034164103,,
ANDINA BOTTLING CO INC,AKO-A,925261,13765b103,,
ANDINA BOTTLING CO INC,AKO-B,925261,13765b103,,
ANDRETTI ACQUISITION CORP. II,POLE,2025341,G26745102,,
ANDRETTI ACQUISITION CORP. II,POLEU,2025341,G26745102,,
ANDRETTI ACQUISITION CORP. II,POLEW,2025341,G26745102,,
"ANEBULO PHARMACEUTICALS, INC.",ANEB,1815974,034569103,,
ANEW HEALTH LTD,AVG,2019042,036752103,,
ANFIELD ENERGY INC.,AEC,1519469,16411R208,,
ANFIELD ENERGY INC.,ANLDF,1519469,16411R208,,
ANFIELD ENERGY INC.,ANLDD,1519469,16411R208,,
ANGEL OAK FINANCIAL STRATEGIES INCOME TERM TRUST,FINS,1745059,33734X135,,
"ANGEL OAK MORTGAGE REIT, INC.",AOMR,1766478,03464Y108,,
"ANGEL OAK MORTGAGE REIT, INC.",AOMD,1766478,03464Y108,,
"ANGEL OAK MORTGAGE REIT, INC.",AOMN,1766478,03464Y108,,
ANGEL OAK STRATEGIC CREDIT FUND,ASCIX,1716885,003057106,,
ANGHAMI INC,ANGH,1871983,00183L102,,
ANGHAMI INC,ANGHW,1871983,00183L102,,
ANGI INC.,ANGI,1705110,00183L102,,
ANGIODYNAMICS INC,ANGO,1275187,03475V101,,
ANGLOGOLD ASHANTI PLC,AU,1973832,G0378L100,,
ANHEUSER-BUSCH INBEV SA/NV,BUD,1668717,B639CJ108,,
ANHEUSER-BUSCH INBEV SA/NV,BUDFF,1668717,B639CJ108,,
ANI PHARMACEUTICALS INC,ANIP,1023024,00182C103,,
"ANIKA THERAPEUTICS, INC.",ANIK,898437,035255108,,
ANIXA BIOSCIENCES INC,ANIX,715446,03528H109,,
"ANKAM, INC.",ANKM,1781629,235825205,,
ANNALY CAPITAL MANAGEMENT INC,NLY,1043219,035710409,,
ANNALY CAPITAL MANAGEMENT INC,NLY-PG,1043219,035710409,,
ANNALY CAPITAL MANAGEMENT INC,NLY-PF,1043219,035710409,,
ANNALY CAPITAL MANAGEMENT INC,NLY-PI,1043219,035710409,,
ANNALY CAPITAL MANAGEMENT INC,NLY-PJ,1043219,035710409,,
"ANNEXON, INC.",ANNX,1528115,03589W102,,
"ANNOVIS BIO, INC.",ANVS,1477845,03615A108,,
ANTALPHA PLATFORM HOLDING CO,ANTA,2044255,G9087Q102,,
ANTELOPE ENTERPRISE HOLDINGS LTD,AEHL,1470683,G1890L107,,
ANTERIS TECHNOLOGIES GLOBAL CORP.,AVR,2011514,03675P102,,
ANTERIX INC.,ATEX,1304492,03676C100,,
ANTERO MIDSTREAM CORP,AM,1623925,03676B102,,
ANTERO RESOURCES CORP,AR,1433270,03674X106,,
ANTIAGING QUANTUM LIVING INC.,AAQL,1672571,74766W908,,
"ANVI GLOBAL HOLDINGS, INC.",ANVI,1570132,08975B109,,
ANYWHERE REAL ESTATE INC.,HOUS,1398987,75605Y106,,
AON PLC,AON,315293,G0403H108,,
"AP VIII QUESO HOLDINGS, L.P.",PXED,1600222,72651A207,,
APA CORP,APA,1841666,000361905,,
APARADISE ACQUISITION CORP.,APAD,1956439,G0223V105,,
APARADISE ACQUISITION CORP.,APADR,1956439,G0223V105,,
APARADISE ACQUISITION CORP.,APADU,1956439,G0223V105,,
APARTMENT INVESTMENT & MANAGEMENT CO,AIV,922864,03748r747,,
"APELLIS PHARMACEUTICALS, INC.",APLS,1492422,03753U106,,
APEX GLOBAL SOLUTIONS LTD,APEX,2069858,M5216V106,,
APEX TREASURY CORP,APXT,2079253,862121100,,
API GROUP CORP,APG,1796209,00187Y100,,
"APIMEDS PHARMACEUTICALS US, INC.",APUS,1894525,03753U106,,
"APOGEE ENTERPRISES, INC.",APOG,6845,037598109,,
"APOGEE THERAPEUTICS, INC.",APGE,1974640,03770N101,,
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",ARI,1467760,03762U105,,
"APOLLO GLOBAL MANAGEMENT, INC.",APO,1858681,03769m106,,
"APOLLO GLOBAL MANAGEMENT, INC.",APO-PA,1858681,03769m106,,
"APOLLO GLOBAL MANAGEMENT, INC.",APOS,1858681,03769m106,,
APOLLO SILVER CORP,APGOF,1811931,G81354105,,
APOLLOMICS INC.,APLM,1944885,022307102,,
APOLLOMICS INC.,APLMW,1944885,022307102,,
APPFOLIO INC,APPF,1433195,03783C100,,
APPIA RARE EARTHS & URANIUM CORP.,APAAF,1419336,91702V101,,
APPIAN CORP,APPN,1441683,03782L101,,
"APPLE HOSPITALITY REIT, INC.",APLE,1418121,03784Y200,,
APPLE INC.,AAPL,320193,037833100,,
"APPLE ISPORTS GROUP, INC.",AAPI,1134982,G0260P102,,
APPLIED DIGITAL CORP.,APLD,1144879,038169207,,
APPLIED DNA SCIENCES INC,APDN,744452,03815U607,,
"APPLIED ENERGETICS, INC.",AERG,879911,03828A101,,
"APPLIED ENERGETICS, INC.",AERGP,879911,03828A101,,
APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,109563,03820C105,,
APPLIED MATERIALS INC /DE,AMAT,6951,038222105,,
"APPLIED OPTOELECTRONICS, INC.",AAOI,1158114,03823U102,,
"APPLIED THERAPEUTICS, INC.",APLT,1697532,03828A101,,
APPLIFE DIGITAL SOLUTIONS INC,ALDS,1755101,946760105,,
APPLOVIN CORP,APP,1751008,03831w108,,
"APPSOFT TECHNOLOGIES, INC.",ASFT,1651992,311642102,,
APPTECH PAYMENTS CORP.,APCX,1070050,03834B309,,
APPTECH PAYMENTS CORP.,APCXW,1070050,03834B309,,
"APPYEA, INC",APYP,1568969,037833100,,
"APREA THERAPEUTICS, INC.",APRE,1781983,03836J102,,
"APTARGROUP, INC.",ATR,896622,038336103,,
APTERA MOTORS CORP,SEV,1786471,03834B309,,
APTEVO THERAPEUTICS INC.,APVO,1671584,31189P102,,
APTIV PLC,APTV,1521332,G6095L109,,
APTORUM GROUP LTD,APM,1734005,G32089107,,
APTOSE BIOSCIENCES INC.,APTOF,882361,00974H104,,
APX ACQUISITION CORP. I,APXIF,1868573,G33033104,,
APYX MEDICAL CORP,APYX,719135,03837C106,,
"AQUA METALS, INC.",AQMS,1621832,03837J200,,
AQUA POWER SYSTEMS INC.,APSI,1553264,759419104,,
AQUABOUNTY TECHNOLOGIES INC,AQB,1603978,03842K309,,
AQUARON ACQUISITION CORP.,AQUC,1861063,G20315100,,
AQUARON ACQUISITION CORP.,AQUNR,1861063,G20315100,,
AQUARON ACQUISITION CORP.,AQUNU,1861063,G20315100,,
"AQUESTIVE THERAPEUTICS, INC.",AQST,1398733,03843E104,,
ARAMARK,ARMK,1584509,03852U106,,
ARB IOT GROUP LTD,ARBB,1930179,67421J207,,
ARBE ROBOTICS LTD.,ARBE,1861841,M1R95N100,,
ARBE ROBOTICS LTD.,ARBEW,1861841,M1R95N100,,
ARBOR REALTY TRUST INC,ABR,1253986,038923108,,
ARBOR REALTY TRUST INC,ABR-PD,1253986,038923108,,
ARBOR REALTY TRUST INC,ABR-PE,1253986,038923108,,
ARBOR REALTY TRUST INC,ABR-PF,1253986,038923108,,
ARBUTUS BIOPHARMA CORP,ABUS,1447028,03879J100,,
"ARCADIA BIOSCIENCES, INC.",RKDA,1469443,039014303,,
ARCBEST CORP /DE/,ARCB,894405,03937C905,,
"ARCELLX, INC.",ACLX,1786205,039697907,,
ARCELORMITTAL,MT,1243429,03938L203,,
ARCELORMITTAL,AMSYF,1243429,03938L203,,
ARCELORMITTAL,ARCXF,1243429,03938L203,,
ARCH CAPITAL GROUP LTD.,ACGL,947484,G0450A105,,
ARCH CAPITAL GROUP LTD.,ACGLO,947484,G0450A105,,
ARCH CAPITAL GROUP LTD.,ACGLN,947484,G0450A105,,
ARCHER AVIATION INC.,ACHR,1824502,03945R102,,
ARCHER AVIATION INC.,ACHR-WT,1824502,03945R102,,
ARCHER-DANIELS-MIDLAND CO,ADM,7084,039483102,,
ARCHIMEDES TECH SPAC PARTNERS II CO.,ATII,2028516,G04537109,,
ARCHIMEDES TECH SPAC PARTNERS II CO.,ATIIU,2028516,G04537109,,
ARCHIMEDES TECH SPAC PARTNERS II CO.,ATIIW,2028516,G04537109,,
"ARCHROCK, INC.",AROC,1389050,03957W106,,
ARCOS DORADOS HOLDINGS INC.,ARCO,1508478,G0457F107,,
"ARCOSA, INC.",ACA,1739445,039653100,,
ARCTURUS THERAPEUTICS HOLDINGS INC.,ARCT,1768224,03969T109,,
"ARCUS BIOSCIENCES, INC.",RCUS,1724521,03969F909,,
"ARCUTIS BIOTHERAPEUTICS, INC.",ARQT,1787306,03969K908,,
ARDAGH METAL PACKAGING S.A.,AMBP,1845097,L02235106,,
ARDAGH METAL PACKAGING S.A.,AMBP-WT,1845097,L02235106,,
"ARDELYX, INC.",ARDX,1437402,039697907,,
"ARDENT HEALTH, INC.",ARDT,1756655,03980N107,,
ARDMORE SHIPPING CORP,ASC,1577437,Y0207T100,,
"ARENA GROUP HOLDINGS, INC.",AREN,894871,040044909,,
ARES ACQUISITION CORP II,AACT,1853138,G33033104,,
ARES ACQUISITION CORP II,AACT-UN,1853138,G33033104,,
ARES ACQUISITION CORP II,AACT-WT,1853138,G33033104,,
ARES CAPITAL CORP,ARCC,1287750,04010L103,,
ARES COMMERCIAL REAL ESTATE CORP,ACRE,1529377,04013V108,,
"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",ARDC,1515324,04014F102,,
ARES MANAGEMENT CORP,ARES,1176948,03990B101,,
ARES MANAGEMENT CORP,ARES-PB,1176948,03990B101,,
ARES STRATEGIC MINING INC.,ARSMF,1804792,86272C103,,
ARGAN INC,AGX,100591,04010E109,,
ARGENTINA LITHIUM & ENERGY CORP.,LILIF,1689448,53680Q207,,
ARGENX SE,ARGX,1697862,04016X101,,
ARGO BLOCKCHAIN PLC,ARBK,1841675,040126104,,
ARGO BLOCKCHAIN PLC,ARBKF,1841675,040126104,,
ARGO BLOCKCHAIN PLC,ARBKL,1841675,040126104,,
"ARGO GROUP INTERNATIONAL HOLDINGS, INC.",ARGD,1091748,10806B100,,
"ARGO GROUP INTERNATIONAL HOLDINGS, INC.",ARGO-PA,1091748,10806B100,,
"ARHAUS, INC.",ARHS,1875444,04035m102,,
ARIS MINING CORP,ARMN,1964504,04040Y109,,
"ARIS WATER SOLUTIONS, INC.",ARIS,1865187,04041l106,,
"ARISTA NETWORKS, INC.",ANET,1596532,040413205,,
ARISTON HOLDING N.V./ADR,ARSTY,2044984,423008101,,
ARIZONA GOLD & SILVER INC.,AZASF,1701599,368036109,,
ARK 21SHARES BITCOIN ETF,ARKB,1869699,65406E102,,
ARK RESTAURANTS CORP,ARKR,779544,040712101,,
ARKO CORP.,ARKO,1823794,041242108,,
ARKO CORP.,ARKOW,1823794,041242108,,
"ARLO TECHNOLOGIES, INC.",ARLO,1736946,04206A101,,
ARM HOLDINGS PLC /UK,ARM,1973239,042068205,,
ARMADA ACQUISITION CORP. II,AACI,2044009,G33033104,,
ARMADA ACQUISITION CORP. II,AACIU,2044009,G33033104,,
ARMADA ACQUISITION CORP. II,AACIW,2044009,G33033104,,
"ARMADA HOFFLER PROPERTIES, INC.",AHH,1569187,04208T108,,
"ARMADA HOFFLER PROPERTIES, INC.",AHH-PA,1569187,04208T108,,
ARMADA MERCANTILE LTD,AAMTF,1327899,68276W608,,
"ARMATA PHARMACEUTICALS, INC.",ARMP,921114,04216R102,,
ARMLOGI HOLDING CORP.,BTOC,1972529,042255109,,
"ARMOUR RESIDENTIAL REIT, INC.",ARR,1428205,042315705,,
"ARMOUR RESIDENTIAL REIT, INC.",ARR-PC,1428205,042315705,,
ARMSTRONG WORLD INDUSTRIES INC,AWI,7431,04247X102,,
"ARQ, INC.",ARQ,1515156,00770C101,,
ARQIT QUANTUM INC.,ARQQ,1859690,G0567U127,,
ARQIT QUANTUM INC.,ARQQW,1859690,G0567U127,,
ARRAS MINERALS CORP.,ARRKF,1855743,042744102,,
"ARRAY DIGITAL INFRASTRUCTURE, INC.",AD,821130,35953c106,,
"ARRAY DIGITAL INFRASTRUCTURE, INC.",UZD,821130,35953c106,,
"ARRAY DIGITAL INFRASTRUCTURE, INC.",UZE,821130,35953c106,,
"ARRAY DIGITAL INFRASTRUCTURE, INC.",UZF,821130,35953c106,,
"ARRAY TECHNOLOGIES, INC.",ARRY,1820721,04271T100,,
ARRIVE AI INC.,ARAI,1818274,04272H204,,
"ARRIVENT BIOPHARMA, INC.",AVBP,1868279,04272N102,,
"ARROW ELECTRONICS, INC.",ARW,7536,042735100,,
ARROW FINANCIAL CORP,AROW,717538,861780104,,
"ARROWHEAD PHARMACEUTICALS, INC.",ARWR,879407,04280A100,,
ARROWMARK FINANCIAL CORP.,BANX,1578987,861780104,,
"ARS PHARMACEUTICALS, INC.",SPRY,1671858,82835W108,,
"ARTELO BIOSCIENCES, INC.",ARTL,1621221,05153U107,,
"ARTELO BIOSCIENCES, INC.",ATLEW,1621221,05153U107,,
"ARTERIS, INC.",AIP,1667011,04302A104,,
ARTESIAN RESOURCES CORP,ARTNA,863110,043113208,,
ARTESIAN RESOURCES CORP,ARTNB,863110,043113208,,
ARTHUR J. GALLAGHER & CO.,AJG,354190,363576109,,
ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC.,AITX,1498148,393422308,,
"ARTISAN CONSUMER GOODS, INC.",ARRT,1530425,013091103,,
ARTISAN PARTNERS ASSET MANAGEMENT INC.,APAM,1517302,04316a108,,
ARTIUS II ACQUISITION INC.,AACB,2034334,G0509J115,,
ARTIUS II ACQUISITION INC.,AACBR,2034334,G0509J115,,
ARTIUS II ACQUISITION INC.,AACBU,2034334,G0509J115,,
"ARTIVA BIOTHERAPEUTICS, INC.",ARTV,1817241,04317A107,,
"ARTIVION, INC.",AORT,784199,228903100,,
ARTS WAY MANUFACTURING CO INC,ARTW,7623,043168103,,
ARVANA INC,AVNI,1113313,04335A105,,
"ARVINAS, INC.",ARVN,1655759,04335A105,,
ARYZTA AG (FKA IAWS GROUP PLC),ARZTF,1423210,011659109,,
ASA GOLD & PRECIOUS METALS LTD,ASA,1230869,00181T907,,
"ASAHI GROUP HOLDINGS, LTD./ADR",ASBHY,2055337,23304y100,,
"ASAHI GROUP HOLDINGS, LTD./ADR",ASBRF,2055337,23304y100,,
"ASAHI INTECC CO., LTD./ADR",AICLY,1997081,13471N300,,
"ASAHI INTECC CO., LTD./ADR",AHICF,1997081,13471N300,,
"ASANA, INC.",ASAN,1477720,235825205,,
ASBURY AUTOMOTIVE GROUP INC,ABG,1144980,043436104,,
"ASCEND WELLNESS HOLDINGS, INC.",AAWH,1756390,70439P108,,
ASCENDIS PHARMA A/S,ASND,1612042,04351p101,,
ASCENT INDUSTRIES CO.,ACNT,95953,871565107,,
"ASCENT SOLAR TECHNOLOGIES, INC.",ASTI,1350102,043635804,,
ASCENTAGE PHARMA GROUP INTERNATIONAL,AAPG,2023311,14021M107,,
"ASE TECHNOLOGY HOLDING CO., LTD.",ASX,1122411,00215W100,,
ASEP MEDICAL HOLDINGS INC.,SEPSF,1969766,58506q109,,
ASGN INC,ASGN,890564,00191U102,,
ASHFORD HOSPITALITY TRUST INC,AHT,1232582,044103794,,
ASHFORD HOSPITALITY TRUST INC,AHT-PG,1232582,044103794,,
ASHFORD HOSPITALITY TRUST INC,AHT-PD,1232582,044103794,,
ASHFORD HOSPITALITY TRUST INC,AHT-PF,1232582,044103794,,
ASHFORD HOSPITALITY TRUST INC,AHT-PI,1232582,044103794,,
ASHFORD HOSPITALITY TRUST INC,AHT-PH,1232582,044103794,,
ASHLAND INC.,ASH,1674862,044186104,,
ASIA PACIFIC WIRE & CABLE CORP LTD,APWC,1026980,870794302,,
ASIAFIN HOLDINGS CORP.,ASFH,1828748,04914Y102,,
ASIASTRATEGY,SORA,2033515,86280r506,,
ASKER HEALTHCARE GROUP AB/ADR,ASKRY,2078895,98422P108,,
ASML HOLDING NV,ASML,937966,N07059202,,
ASML HOLDING NV,ASMLF,937966,N07059202,,
ASP ISOTOPES INC.,ASPI,1921865,00218A105,,
ASPAC III ACQUISITION CORP.,ASPC,1890361,G33033104,,
ASPAC III ACQUISITION CORP.,ASPCR,1890361,G33033104,,
ASPAC III ACQUISITION CORP.,ASPCU,1890361,G33033104,,
ASPEN AEROGELS INC,ASPN,1145986,04523Y905,,
"ASPEN GROUP, INC.",ASPU,1487198,04530L203,,
